rotation_x,rotation_y,rotation_z,acceleration_x,acceleration_y,acceleration_z
0.0808283,0.00690455,0.01425,0.00650796,-0.0204974,-0.0182301
0.129448,0.0108753,0.0374815,0.00562629,0.00249124,-0.010552
0.176655,0.0282101,0.0446737,-0.00186077,0.0268775,-0.0118702
0.190022,0.0414207,0.0427171,-0.00414258,0.037965,-0.00125623
0.165943,0.0584097,0.0256028,-0.0228517,0.0252784,0.000519335
0.136419,0.0661403,0.00850742,-0.0226328,-0.00818661,-0.00217897
0.0975282,0.0668075,-0.0119052,-0.0226759,-0.0295833,-0.00184608
0.0686481,0.0569314,-0.0240356,-0.0124532,-0.0284013,0.00227404
0.0567939,0.0462204,-0.0221434,-0.000471193,-0.0161733,0.0182173
0.0519465,0.0275681,-0.0214982,0.00802079,-0.0121327,0.0333729
0.0331462,0.0154621,-0.0175511,0.00989341,-0.00377619,0.0232197
0.0132365,0.00612877,-0.00981646,0.0180694,-0.00272861,0.00667191
-0.00432633,-0.00214137,0.00100982,0.0177075,-0.0199173,-0.00294685
-0.0277086,-0.0095881,0.00445861,0.0149433,-0.0229145,0.00153869
-0.0609962,-0.0223948,-0.00141446,0.00910982,-0.0126198,0.0144222
-0.081409,-0.0276697,-0.00463156,0.00639761,-0.00807592,0.0196951
-0.102472,-0.0325795,-0.00413887,0.00517676,-0.0148628,0.0150961
-0.107118,-0.0417139,3.27048e-05,0.00337974,-0.0130866,0.00232965
-0.0973121,-0.0428493,0.00560883,0.00537808,-0.0112485,-0.00981152
-0.0817723,-0.0400473,0.00809676,0.00384601,-0.00874549,-0.0141166
-0.0643121,-0.0316826,0.00693509,-0.00145773,0.0055905,-0.00583309
-0.0609589,-0.0168059,0.0124398,-0.00301753,0.0146893,0.00285721
-0.054029,-0.0123971,0.00435981,-0.00759904,0.00747243,0.00615847
-0.0407683,-0.00762582,0.00571083,-0.00470781,0.000641108,-0.00168931
-0.0115564,-0.00132741,0.00624053,-0.00334145,0.00125179,-0.00573456
0.0247702,0.0030463,0.0107847,-0.00233622,0.00974637,-0.00815392
0.0564072,0.00659233,0.0106033,-0.00579219,0.0216858,-0.0100203
0.0614834,0.010565,0.0138734,-0.00499717,0.0209659,-0.00374782
0.0482051,0.0194963,0.00962301,-0.00411217,0.0126324,0.00181466
0.0351787,0.0229006,0.00585464,-0.00604619,-0.0115399,0.00364834
0.0249611,0.0268721,0.00800967,-0.00817582,-0.0150777,0.00331545
0.0256865,0.0310397,0.00605358,-0.0037707,0.000351459,0.00103748
0.0213084,0.0240828,0.00239812,-0.00276712,-0.000623971,-0.0013898
0.017821,0.0194345,-0.00115373,0.000362271,-0.00186622,0.000307202
0.0210838,0.0139112,-0.00629443,0.00094898,-0.00309059,0.00246155
0.0271233,0.00447565,-0.00222779,0.00322116,0.000105679,-0.000336945
0.0280948,0.00342274,0.000405814,0.00303706,0.00767702,-0.00578994
0.0338986,-0.00301439,0.00162421,0.00560732,0.00510034,-0.013908
0.0334089,-0.000882562,-0.00333513,0.00310308,-0.00106367,-0.0052793
0.0273587,0.00601929,-0.00319398,-0.00414494,-0.00163308,0.00857157
0.0193443,0.00375813,-0.00724864,-0.00407174,0.00191706,0.0164548
0.0233241,0.00605084,-0.0101507,-0.000311391,-0.00423574,0.00603169
0.0343878,0.00745453,-0.00949955,0.000281285,0.00202012,-0.00553823
0.0533785,0.00433384,-0.0134538,0.0040261,0.00716263,-0.00896919
0.0817642,-0.00213828,-0.0178438,-0.00109849,0.00558668,-0.0210187
0.110222,-0.0130032,-0.026078,-0.00231017,0.0109206,-0.0363178
0.132255,-0.0167231,-0.0213994,-0.000457162,0.015065,-0.0391489
0.11316,-0.0173367,-0.0161239,0.00311863,0.0095284,-0.0317169
0.0680562,-0.0056423,-0.0309966,-0.00502316,-0.0108526,-0.0292676
-0.0187969,-0.0444496,-0.155415,-0.00683359,-0.044034,-0.0445247
-0.05275,0.0130543,-0.083598,-0.00899122,-0.0530301,-0.0528637
-0.147637,-0.0250404,-0.217085,-0.055514,-0.037393,-0.0606117
-0.20058,0.0132843,-0.223033,-0.0257785,-0.067325,-0.0472605
-0.259359,-0.00189789,-0.27234,-0.0740869,-0.0509748,-0.0442179
-0.293664,-0.00907395,-0.319069,-0.0628882,-0.0441494,-0.0428545
-0.291022,-0.0274854,-0.361545,-0.0851046,-0.0556008,-0.0803129
-0.220704,-0.0412117,-0.380884,-0.104782,-0.0560229,-0.130025
-0.168978,-0.0227243,-0.405252,-0.113854,-0.0260934,-0.148446
-0.175231,0.000302844,-0.480675,-0.115006,-0.0131856,-0.131838
-0.170114,0.0426207,-0.571888,-0.108125,-0.0676232,-0.0865407
-0.153672,0.0824554,-0.609152,-0.106493,-0.0905588,-0.0542899
-0.120173,0.11774,-0.643677,-0.108199,-0.0526286,-0.0395406
-0.102417,0.133227,-0.645455,-0.104671,-0.0122887,-0.0382285
-0.141416,0.129802,-0.642547,-0.0973846,0.018585,-0.0270152
-0.19984,0.121029,-0.639964,-0.0837876,0.0278356,-0.0123155
-0.224766,0.112664,-0.626364,-0.0786853,0.028214,-0.009745
-0.208693,0.100407,-0.604124,-0.0769713,0.0332651,-0.0105251
-0.171019,0.07918,-0.579819,-0.0736184,0.0593539,-0.00793982
-0.104446,0.0570878,-0.544611,-0.0661084,0.0814564,-0.0169506
-0.0300686,0.0330043,-0.522015,-0.0665537,0.088533,-0.0386844
0.014683,0.00487316,-0.514504,-0.0666705,0.0775856,-0.0442799
0.0157006,-0.0123841,-0.508175,-0.0606747,0.0666741,-0.0294607
-0.0046788,-0.0348217,-0.520794,-0.0543211,0.0547975,-0.00616592
-0.038396,-0.0611438,-0.541011,-0.0592596,0.0340376,0.00948334
-0.0630313,-0.100502,-0.574289,-0.0631555,0.025373,0.0128832
-0.0927875,-0.135604,-0.611471,-0.0719917,0.0089156,0.00341916
-0.0902143,-0.162114,-0.647089,-0.0856777,-0.0104295,-0.0247096
-0.0436058,-0.181378,-0.696553,-0.0969961,-0.0213216,-0.0371036
0.00795604,-0.19831,-0.735094,-0.0922107,-0.0202572,-0.0508913
0.0426948,-0.213771,-0.773384,-0.0906104,-0.00670168,-0.0537263
0.118019,-0.232145,-0.805752,-0.0902316,0.00011462,-0.0589004
0.219999,-0.261167,-0.853362,-0.0935995,-0.00458223,-0.0795652
0.288015,-0.308382,-0.917685,-0.0924845,-0.0144289,-0.106597
0.307267,-0.357567,-0.982452,-0.0992006,-0.0222163,-0.115018
0.303836,-0.3973,-1.06707,-0.10388,-0.0262006,-0.108129
0.264401,-0.438619,-1.1728,-0.104851,-0.0367267,-0.0925313
0.185574,-0.472583,-1.27482,-0.108024,-0.0446188,-0.0900534
0.0794566,-0.499876,-1.36601,-0.108338,-0.0510129,-0.0880798
-0.0160423,-0.505356,-1.44092,-0.113682,-0.059883,-0.0864289
-0.0358011,-0.477552,-1.51657,-0.124319,-0.0783048,-0.0787088
0.0267722,-0.439998,-1.58391,-0.138445,-0.0898935,-0.088599
0.0875226,-0.40754,-1.62922,-0.152171,-0.0729739,-0.0967194
0.119535,-0.36687,-1.67768,-0.153132,-0.0391441,-0.0922613
0.137175,-0.313564,-1.73527,-0.155369,-0.0205722,-0.07888
0.130461,-0.276795,-1.78731,-0.164968,-0.0348174,-0.0584238
0.111994,-0.276751,-1.86064,-0.165564,-0.048722,-0.0521905
0.0831997,-0.282675,-1.94066,-0.160096,-0.0420908,-0.0504618
0.0418557,-0.286982,-1.99722,-0.158256,-0.019666,-0.0451362
0.00156701,-0.305087,-2.03068,-0.154816,-0.00364333,-0.0321705
-0.0336051,-0.332477,-2.06634,-0.14418,-0.00205779,-0.0214198
-0.0623056,-0.35141,-2.09753,-0.131352,-0.00847542,-0.00319922
-0.0493786,-0.365348,-2.1196,-0.118526,-0.00354326,0.0102628
-0.0034121,-0.379663,-2.13166,-0.101388,0.00356743,0.010654
0.0559008,-0.378643,-2.12802,-0.090125,0.0172508,0.01631
0.102278,-0.361067,-2.11473,-0.0842309,0.0273051,0.00857651
0.137547,-0.340065,-2.1185,-0.0853115,0.0416476,0.0100221
0.157217,-0.337265,-2.08485,-0.0783167,0.0590517,0.0246267
0.160239,-0.347175,-2.04996,-0.056715,0.0784605,0.0258027
0.146537,-0.351826,-2.03146,-0.0410568,0.0948944,0.0344623
0.113873,-0.368196,-2.02531,-0.0332511,0.0959056,0.0365155
0.0755568,-0.413614,-2.02312,-0.0219539,0.0971174,0.0406854
0.0291432,-0.456152,-2.02851,-0.012733,0.100204,0.0336081
-0.0170034,-0.479253,-2.02073,-0.0154934,0.104232,0.0281323
-0.0569876,-0.48798,-2.01161,-0.0231414,0.108867,0.0351217
-0.081562,-0.491408,-2.01172,-0.02836,0.107121,0.0412079
-0.0861501,-0.465809,-2.00723,-0.0282133,0.107778,0.0544754
-0.0676581,-0.431027,-1.99709,-0.0294134,0.111189,0.0711908
-0.0389615,-0.421825,-1.99228,-0.0204636,0.117923,0.0762386
0.00146898,-0.41024,-1.98154,-0.00121017,0.132652,0.0621355
0.0571338,-0.407253,-1.96543,0.0132513,0.140238,0.0539976
0.0985003,-0.399577,-1.95884,0.0170164,0.129973,0.055957
0.0985211,-0.392413,-1.9385,0.010712,0.129693,0.0470228
0.0969887,-0.399742,-1.90975,0.0107152,0.12959,0.0484056
0.0848948,-0.414682,-1.89836,0.0165718,0.121409,0.0500325
0.0631669,-0.411383,-1.90079,0.0173172,0.115702,0.0378389
0.0382125,-0.390596,-1.89349,0.0104096,0.111507,0.0229058
0.0292039,-0.375087,-1.86879,0.00100034,0.115981,0.0292466
0.0257152,-0.351944,-1.83688,-0.00189675,0.122864,0.0428957
0.0267938,-0.329372,-1.81046,0.00126255,0.118473,0.0404627
0.0111739,-0.319694,-1.80128,0.00421111,0.102794,0.0334029
-0.0182818,-0.315498,-1.80118,0.00719716,0.0913706,0.0201755
-0.0348003,-0.297449,-1.79549,0.00194798,0.0875427,0.00656444
-0.0267595,-0.27347,-1.77532,-0.00387143,0.0915899,0.000869632
-0.0132898,-0.260662,-1.75204,-0.00666551,0.0955284,0.00384331
-0.00343634,-0.244907,-1.73298,0.00110564,0.0910411,0.00821656
0.00232089,-0.221436,-1.71915,0.00803223,0.0756534,0.0115052
-0.00485687,-0.185141,-1.71065,0.00358601,0.0573481,0.0128198
-0.00403395,-0.141458,-1.6888,-0.0134886,0.061414,0.0109552
-0.00572905,-0.109073,-1.66243,-0.0225594,0.077468,0.00684196
-0.0451311,-0.0938316,-1.63581,-0.0215663,0.0859663,0.00939143
-0.105168,-0.0886084,-1.61071,-0.010308,0.0761785,0.0175338
-0.166687,-0.0930519,-1.59194,0.00276569,0.0525891,0.021371
-0.197596,-0.0907964,-1.58788,0.0117375,0.0342504,0.0349724
-0.206442,-0.0854589,-1.57378,0.0122766,0.0343637,0.0446209
-0.17393,-0.0800923,-1.55891,0.011086,0.0512514,0.0451713
-0.104547,-0.071779,-1.55132,0.00958471,0.0675792,0.0405496
-0.0345499,-0.0734061,-1.55015,0.00661881,0.0721984,0.034857
0.0137055,-0.0905837,-1.54316,0.00472757,0.0660974,0.0356586
0.0358199,-0.11751,-1.54245,0.00814456,0.0577405,0.0420352
0.0311961,-0.139692,-1.53839,0.0127321,0.0454195,0.0442464
-0.0153845,-0.150323,-1.52417,0.00789669,0.042698,0.0476449
-0.0725293,-0.156312,-1.49638,-0.000840954,0.0438231,0.0480923
-0.111175,-0.162858,-1.48163,-0.00306094,0.0457584,0.0455668
-0.125303,-0.160643,-1.48486,0.00590429,0.0468424,0.0377783
-0.114831,-0.152163,-1.47741,0.0131238,0.0547668,0.03024
-0.108734,-0.141056,-1.44273,0.0160604,0.0600446,0.0276626
-0.0916963,-0.135815,-1.4102,0.0138087,0.0595048,0.0338874
-0.0679446,-0.13045,-1.38574,0.0119041,0.0567439,0.0401783
-0.0280531,-0.132635,-1.37115,0.0133639,0.0534968,0.0366166
0.0419971,-0.14217,-1.34818,0.0175147,0.0566097,0.0236941
0.11374,-0.144811,-1.31557,0.0198598,0.0618081,0.0144719
0.167004,-0.150085,-1.29029,0.0212744,0.0647554,0.0010283
0.188807,-0.173186,-1.26505,0.0235319,0.0592003,-0.00168592
0.168664,-0.198648,-1.24406,0.0300502,0.0511996,0.00831389
