rotation_x,rotation_y,rotation_z,acceleration_x,acceleration_y,acceleration_z
-0.100937,-0.216392,-0.0610029,0.0595008,-0.0068491,-0.00596899
-0.179943,-0.099125,-0.0152146,-0.029118,-0.0906144,-0.0219409
-0.260809,0.0235674,0.0777912,-0.0528815,-0.091205,-0.024364
-0.420833,-0.0111291,0.14777,-0.028033,-0.0723873,-0.00829303
-0.262079,-0.0475076,-0.00424931,-0.0405366,0.161337,-0.0126445
-0.240044,-0.0770854,0.0371399,0.0401485,-0.0423355,-0.00628459
-0.170879,0.0149119,0.0644621,-0.0215292,0.0115378,0.0263889
-0.111988,0.0439779,0.0411118,-0.0491956,0.0120066,0.00364035
-0.0566952,0.0661237,0.030082,-0.0328424,0.0398607,0.0142413
0.00614786,0.0455666,0.0274271,-0.00598375,0.0196462,0.0294145
0.0397498,0.0165518,0.0251927,0.00746126,0.0124222,0.0309927
0.0566823,-0.0160974,0.0157609,0.0168599,0.00927125,0.0231885
0.0666034,-0.020216,-0.00651672,0.0181996,0.00552391,0.0124466
0.0683869,-0.0146052,-0.00532815,0.0116546,0.00331613,0.00528401
0.0871627,0.00274739,0.00446695,-0.00158663,0.00295217,0.00362617
0.0998577,-0.0025483,-0.00220453,-0.00599622,0.00406845,0.00973207
0.0878783,-0.0113964,-0.00952849,0.00629717,0.00423245,0.0118097
0.0608675,-0.00893306,-0.00671273,0.00877891,-0.000290051,0.00245059
0.0224631,0.00822408,0.00568189,0.00159111,-0.00656331,-0.00940877
-0.0155761,0.00981719,0.00686114,-0.00249153,-0.0110191,-0.0223519
-0.0396287,0.00224342,0.000880475,0.00125285,-0.0130871,-0.0236639
-0.0549367,-0.00509482,-0.000692122,0.00526586,-0.014037,-0.0143096
-0.0516082,-0.0012114,0.00772187,0.000529073,-0.00918092,-0.00556958
-0.0476079,0.00055964,0.00955492,-0.00427559,-0.000470966,-0.000971794
-0.028548,-0.000769011,0.00624222,-0.0055709,0.00172406,0.00909513
-0.0160657,0.00168476,0.00024824,-0.00494383,0.00831182,0.00990874
-0.00721332,0.00397481,0.00160352,-0.00339724,0.0102787,0.00759023
0.00669221,0.00358962,0.00500651,-0.00117262,0.00696473,0.00574088
0.0130926,0.00148918,0.00368665,-0.000664659,0.00515926,0.00368738
0.0161903,0.000979754,0.00141577,-0.000502855,0.00475259,0.005288
0.0182074,0.0061074,0.00395057,-0.00198898,0.00478634,0.00482208
0.0217276,0.00115922,0.00161125,-0.00251484,0.00428256,0.00375223
0.0188557,-0.00145814,-0.00301466,0.000997201,0.00450219,0.000405073
0.0183817,-0.00702128,-0.00536411,0.00710207,0.00213572,-0.00380397
0.0160189,-0.00987539,-0.00106044,0.00507691,-0.00097397,-0.00174129
0.00828305,-0.00576966,-0.000670018,0.0021922,-0.00125405,0.00128442
0.00206377,-0.000619907,-0.00384877,0.00169335,-0.00183493,0.000787497
0.00244307,0.00706751,0.0020259,0.00127738,-0.00567192,-0.00321734
0.00326279,0.0101701,0.00731361,-0.000793785,-0.0048075,-0.000204802
0.00209406,0.00840108,0.00386055,0.000179134,-9.79155e-05,0.00489765
-0.000770168,0.00394136,0.000887133,0.00355689,0.00461891,0.00446242
-0.00811929,-0.00584776,0.00156491,0.00441571,-0.000672579,-0.00093627
-0.00454373,-0.00286395,0.00397454,0.00169415,-0.00273298,-0.0046252
-0.00274327,0.00345743,0.00358864,-0.002497,0.00099051,-0.00206655
-0.00234326,0.000317825,-0.000932339,-0.00494437,0.00766908,0.00188178
-0.00968507,-0.0102994,-0.00599288,-0.000868946,0.00444913,-0.00124705
-0.0170647,-0.0200082,-0.00644189,0.00430125,-0.000556394,-0.00407791
-0.0239772,-0.0138621,-0.00444079,0.00339092,-0.000853732,-0.00668371
-0.0251818,-0.00601833,-0.00532389,-0.00144916,0.00221592,-0.00341737
-0.022332,0.00275768,-0.00213769,-0.00716721,0.00203657,-0.000136852
-0.0112221,0.0072214,0.00142989,-0.00501005,-0.000108257,0.00395268
-0.00790927,0.00374931,0.00185945,-0.00256419,0.00173624,0.00393283
0.0047261,0.00048374,0.00379637,0.000144996,0.00301367,0.00561905
0.00359529,0.00412591,0.00442168,-0.000818834,0.0051855,0.00841612
0.00172521,0.0119489,0.00823879,-0.00352165,0.0022344,0.00733256
0.000387141,0.0218177,0.0114985,-0.00308809,-0.0033555,0.00292963
-0.00277643,0.0217577,0.0113877,-0.00281223,-0.00355183,0.000956774
-0.000436142,0.00769954,0.00784517,0.00101554,0.000396207,0.00195265
0.00909212,-0.0033342,0.00212657,0.00450957,0.000920042,0.00136769
0.00204399,-0.0131692,-0.0016434,0.00684577,0.00402912,0.000774682
8.23103e-05,-0.0129061,-0.00198162,0.0037345,0.00418466,0.00119233
-0.00496591,-0.0115631,-0.00234941,0.00192507,0.00150965,0.00314075
-0.000739207,-0.0120294,0.00081869,-0.000356726,0.000975877,-0.00210583
0.00661761,-0.0148647,-0.00300881,-0.000166975,0.000976473,-0.000896752
0.00575581,-0.0127339,-0.00335475,0.00276308,0.00283107,0.00349247
0.0083977,-0.0123949,-0.00281147,0.00197722,0.00365566,0.003254
