rotation_x,rotation_y,rotation_z,acceleration_x,acceleration_y,acceleration_z
0.0427325,-0.133096,-0.425784,-0.0483484,-0.0894011,0.0374708
0.0363444,-0.142186,-0.44518,-0.0520035,-0.0936019,0.0367655
0.0101637,-0.154606,-0.465816,-0.0568877,-0.0968115,0.0468494
-0.0152405,-0.163327,-0.475256,-0.0602499,-0.0935196,0.0528306
-0.0168439,-0.182847,-0.483093,-0.0731625,-0.0960204,0.0472603
-0.0135186,-0.198783,-0.500917,-0.089558,-0.113261,0.0496862
-0.0120993,-0.198483,-0.539136,-0.105342,-0.129386,0.060132
-0.0296103,-0.192469,-0.576565,-0.119934,-0.136845,0.0725653
-0.0740507,-0.196186,-0.611619,-0.128416,-0.134232,0.0822354
-0.115379,-0.21593,-0.630488,-0.130319,-0.133934,0.0910902
-0.156329,-0.260303,-0.648256,-0.132466,-0.143052,0.0965427
-0.188569,-0.313,-0.672777,-0.142654,-0.155868,0.0942407
-0.193286,-0.342124,-0.700932,-0.164774,-0.160425,0.0962983
-0.173231,-0.3328,-0.756573,-0.190182,-0.161817,0.119495
-0.155712,-0.314369,-0.792264,-0.20756,-0.174057,0.13006
-0.18834,-0.315884,-0.827346,-0.209841,-0.181123,0.134891
-0.206803,-0.301439,-0.873258,-0.209502,-0.191659,0.128278
-0.277152,-0.299026,-0.897394,-0.202569,-0.215721,0.124007
-0.399641,-0.325558,-0.93233,-0.18734,-0.216543,0.139749
-0.479007,-0.370187,-0.970506,-0.175254,-0.192417,0.148685
-0.515723,-0.427665,-0.995681,-0.174619,-0.17272,0.147277
-0.5487,-0.496933,-1.03216,-0.181111,-0.161532,0.151339
-0.544805,-0.575143,-1.06759,-0.193127,-0.151179,0.15145
-0.508624,-0.644221,-1.10893,-0.208205,-0.13664,0.143865
-0.455746,-0.688349,-1.16313,-0.218415,-0.117505,0.137374
-0.421645,-0.71726,-1.20893,-0.216552,-0.0980538,0.136809
-0.408674,-0.761263,-1.24932,-0.198491,-0.0814259,0.118182
-0.352385,-0.811349,-1.26849,-0.164623,-0.0762459,0.0942593
-0.341271,-0.872289,-1.2565,-0.130198,-0.085448,0.0682148
-0.349848,-0.935654,-1.26155,-0.115322,-0.0902838,0.0689497
-0.37921,-0.97399,-1.30214,-0.12524,-0.102016,0.0951216
