loggingTime(txt),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G)
2022-11-12T02:53:57.148-07:00,0.04926522448658940,0.01161805633455520,-0.04184858500957490,0.007914118468761440,0.04388812184333800,0.04605716466903690
2022-11-12T02:53:57.150-07:00,0.08353088051080700,0.006378719583153730,-0.01471044402569530,0.01451563835144040,0.04952040314674380,0.005685567855834960
2022-11-12T02:53:57.157-07:00,0.06909308582544330,-0.03462330996990200,0.01086122915148740,0.03641054779291150,0.02481929957866670,-0.01130920648574830
2022-11-12T02:53:57.159-07:00,0.03328502178192140,-0.05717601999640470,-0.009309819899499420,0.03539828956127170,-0.01212030649185180,-0.02973407506942750
2022-11-12T02:53:57.161-07:00,0.02327792905271050,-0.04968241974711420,0.00809047557413578,0.006673723459243770,-0.0571957528591156,-0.03077328205108640
2022-11-12T02:53:57.171-07:00,-0.003075147047638890,-0.04433901980519300,0.03318597376346590,-0.02676192671060560,-0.07898792624473570,-0.02860480546951290
2022-11-12T02:53:57.181-07:00,-0.02334127016365530,-0.03791281208395960,0.05690142512321470,-0.04992198944091800,-0.06902992725372310,-0.01156532764434810
2022-11-12T02:53:57.191-07:00,-0.05050378292799000,-0.03848738968372350,0.06044422835111620,-0.04722124338150020,-0.04882112145423890,-0.006425976753234860
2022-11-12T02:53:57.201-07:00,-0.0780366063117981,-0.03090670146048070,0.04465807229280470,-0.03333434462547300,-0.02330508828163150,0.0008939504623413090
2022-11-12T02:53:57.211-07:00,-0.04381228983402250,-0.01532191503793000,0.02235356718301770,-0.02447676658630370,-0.004068806767463680,0.006080150604248050
2022-11-12T02:53:57.221-07:00,0.01023043692111970,0.003220343729481100,-0.01178389601409440,-0.02201277762651440,0.01205727458000180,0.007357597351074220
2022-11-12T02:53:57.231-07:00,0.04669757187366490,0.01245545409619810,-0.0452481135725975,-0.01459351927042010,0.02205032110214230,0.01989412307739260
2022-11-12T02:53:57.241-07:00,0.06155773997306820,0.03560471534729000,-0.09070640802383420,-0.007361568510532380,0.02043278515338900,0.03255152702331540
2022-11-12T02:53:57.251-07:00,0.05702321231365200,0.0603310652077198,-0.1244883388280870,-0.001339435577392580,0.01347939670085910,0.03665804862976070
2022-11-12T02:53:57.261-07:00,0.06952594965696340,0.06092282012104990,-0.08377154171466830,0.003962807357311250,0.00921320915222168,0.0375179648399353
2022-11-12T02:53:57.271-07:00,0.09068060666322710,0.04424254223704340,-0.02671224623918530,0.01217714697122570,0.06085251271724700,0.03394913673400880
2022-11-12T02:53:57.281-07:00,0.04251227527856830,0.06940729171037670,-0.1250308305025100,0.02816608548164370,0.002623021602630620,0.01500445604324340
2022-11-12T02:53:57.291-07:00,0.03737214207649230,0.04982742667198180,-0.07036864757537840,0.04296991229057310,-0.0472264289855957,-0.006843328475952150
2022-11-12T02:53:57.301-07:00,0.02827718108892440,0.02940870635211470,-0.04886548221111300,0.03260809928178790,-0.006520047783851620,-0.01489359140396120
2022-11-12T02:53:57.311-07:00,0.01257195696234700,0.0182610135525465,-0.02699294313788410,0.01949997991323470,-0.02930408716201780,-0.02462929487228390
2022-11-12T02:53:57.321-07:00,0.0005927905440330510,0.02384752593934540,-0.01240894012153150,0.006625741720199590,-0.04682493209838870,-0.03700178861618040
2022-11-12T02:53:57.331-07:00,0.00587124191224575,0.01746892184019090,0.00814506970345974,-0.004719138145446780,-0.04074239730834960,-0.03686636686325070
2022-11-12T02:53:57.341-07:00,0.004043515771627430,5.50877302885056E-06,0.02881572768092160,-0.01118007302284240,-0.02421723306179050,-0.02803254127502440
2022-11-12T02:53:57.351-07:00,0.003201289102435110,-0.004874866921454670,0.02197326719760900,-0.01066762953996660,-0.004683539271354680,-0.01787000894546510
2022-11-12T02:53:57.361-07:00,-0.005968773737549780,-0.006207779049873350,0.01497687771916390,-0.01272769272327420,0.008265599608421330,-0.01387596130371090
2022-11-12T02:53:57.371-07:00,-0.01444251835346220,-0.009297212585806850,0.02380525693297390,-0.01819509267807010,0.01653532683849340,-0.00360572338104248
2022-11-12T02:53:57.381-07:00,-0.01241825055330990,-0.01119178533554080,0.02071519009768960,-0.02211055904626850,0.01599738001823430,0.001560509204864500
2022-11-12T02:53:57.391-07:00,-0.01383172255009410,-0.01346226315945390,0.02399247698485850,-0.01980222761631010,0.008497625589370730,0.005761146545410160
2022-11-12T02:53:57.401-07:00,-0.02678586915135380,-0.01703063398599630,0.03110338188707830,-0.012068010866642,-0.004718199372291570,0.009183645248413090
2022-11-12T02:53:57.411-07:00,-0.02636745385825630,-0.0106651782989502,0.03447574377059940,-0.003647841513156890,-0.01749125123023990,0.01040828227996830
2022-11-12T02:53:57.421-07:00,-0.01182393170893190,-0.01243191957473760,0.03890777751803400,0.002645097672939300,-0.0218300074338913,0.004645347595214840
2022-11-12T02:53:57.431-07:00,0.005518706515431400,-0.01113589201122520,0.03634208813309670,0.008755862712860110,-0.01725611090660100,0.008591949939727780
2022-11-12T02:53:57.441-07:00,0.005475830286741260,-0.01110499911010270,0.01107481401413680,0.01216979324817660,-0.01184947788715360,0.005573749542236330
2022-11-12T02:53:57.451-07:00,-0.008720782585442070,-0.01080209761857990,0.00388001836836338,0.01038055866956710,-0.008501678705215450,0.009805858135223390
2022-11-12T02:53:57.461-07:00,-0.009844902902841570,0.0003917005378752950,-0.01163582503795620,0.005410440266132360,-0.008707806468009950,0.01210969686508180
2022-11-12T02:53:57.472-07:00,0.01504233852028850,0.02017206326127050,-0.03111711516976360,0.0050688236951828,-0.006522327661514280,0.005078375339508060
2022-11-12T02:53:57.482-07:00,0.03563922643661500,0.02731732465326790,-0.03891484811902050,0.008974514901638030,0.001758038997650150,0.004310011863708500
2022-11-12T02:53:57.492-07:00,0.03226413205266000,0.01859394088387490,-0.0401604101061821,0.01363871246576310,0.006943568587303160,0.003717899322509770
2022-11-12T02:53:57.502-07:00,0.01592138037085530,0.01157198380678890,-0.02804435975849630,0.01495645195245740,0.00159965455532074,-0.002323031425476070
2022-11-12T02:53:57.512-07:00,-0.001692468300461770,0.006741508841514590,-0.01365050580352550,0.01208703219890590,-0.01052668690681460,-0.008490145206451420
2022-11-12T02:53:57.522-07:00,0.009141005575656890,0.01406147237867120,-0.006058100145310160,0.005996435880661010,-0.01322361826896670,-0.01283413171768190
