loggingTime(txt),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G)
2022-11-12T02:34:05.652-07:00,-0.06675787270069120,0.08583731949329380,-0.1165220141410830,-0.0245932936668396,-0.08464920520782470,0.06729084253311160
2022-11-12T02:34:05.654-07:00,-0.002724925056099890,0.1313907951116560,-0.1665777266025540,-0.07763062417507170,-0.01572892069816590,0.04798084497451780
2022-11-12T02:34:05.656-07:00,0.008407887071371080,0.1151881217956540,-0.1820243299007420,-0.04480166733264920,0.02630051970481870,0.02355968952178960
2022-11-12T02:34:05.657-07:00,-0.08014987409114840,0.02440782077610490,-0.1679425835609440,0.04483966529369350,0.01790830492973330,0.002733767032623290
2022-11-12T02:34:05.658-07:00,-0.1666810512542730,-0.07709137350320820,-0.1260878145694730,0.1217397451400760,0.01767244935035710,-0.02039110660552980
2022-11-12T02:34:05.659-07:00,-0.1964174956083300,-0.145887091755867,-0.08171076327562330,0.1192206889390950,0.03998443484306340,-0.04168426990509030
2022-11-12T02:34:05.662-07:00,-0.1792430430650710,-0.1470072120428090,-0.06841333955526350,0.0650453120470047,0.05898264050483700,-0.04160201549530030
2022-11-12T02:34:05.669-07:00,-0.1930122375488280,-0.05933181941509250,-0.03038153611123560,-0.009728983044624330,0.04018348455429080,-0.03634440898895260
2022-11-12T02:34:05.680-07:00,-0.1263221651315690,-0.04730338603258130,0.003453126177191730,-0.01422087848186490,0.06382137537002560,-0.01484113931655880
2022-11-12T02:34:05.690-07:00,-0.08233430236577990,-0.002453520894050600,0.004743161145597700,0.007613897323608400,0.05569851398468020,0.009979426860809330
2022-11-12T02:34:05.700-07:00,-0.07813476026058200,0.04165375232696530,0.01891730353236200,-0.03073000907897950,0.03221967816352840,0.03425461053848270
2022-11-12T02:34:05.709-07:00,-0.06223089620471000,0.06271109730005260,0.02175996266305450,-0.02221441268920900,0.00957942008972168,0.05089086294174190
2022-11-12T02:34:05.719-07:00,-0.04411713778972630,0.04744772613048550,0.04579365625977520,0.0006071329116821290,-0.004862338304519650,0.05262988805770870
