loggingTime(txt),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G)
2022-11-10T02:47:42.490-07:00,-0.03123810701072220,0.004083757288753990,-0.002587771974503990,0.002572245895862580,-0.008224859833717350,0.00914686918258667
2022-11-10T02:47:42.494-07:00,-0.0456860214471817,0.0159904845058918,-0.0128742316737771,-0.005787793546915050,-0.003671839833259580,0.004813849925994870
2022-11-10T02:47:42.495-07:00,-0.05637854337692260,0.03219761699438100,-0.01695605926215650,-0.01793646812438970,-0.006821960210800170,-0.000362098217010498
2022-11-10T02:47:42.496-07:00,-0.05805234611034390,0.03324317559599880,-0.01728762313723560,-0.01286133751273160,-0.006938986480236050,-0.0004243254661560060
2022-11-10T02:47:42.497-07:00,-0.04892372712492940,0.02596225775778290,-0.01722823455929760,-0.0009752998594194650,-0.003110162913799290,0.001734018325805660
2022-11-10T02:47:42.503-07:00,-0.02838622778654100,0.01498710550367830,-0.01521461736410860,0.006978098303079610,0.001623854041099550,-0.002870857715606690
2022-11-10T02:47:42.513-07:00,-0.00748277734965086,0.009619204327464100,-0.008092791773378850,0.0104762576520443,0.005458734929561620,-0.003605842590332030
2022-11-10T02:47:42.523-07:00,0.005898009985685350,0.007287606596946720,-6.54920004308224E-05,0.008245445787906650,0.005651891231536870,-0.003293335437774660
2022-11-10T02:47:42.533-07:00,0.002805048599839210,0.00028452486731112,-0.0001565725542604920,0.01102320104837420,0.007204122841358190,-0.001897573471069340
2022-11-10T02:47:42.543-07:00,0.01038973219692710,-0.01486326940357690,-0.003711093449965120,0.01550270989537240,0.00710548460483551,0.002078652381896970
2022-11-10T02:47:42.553-07:00,0.006033498793840410,-0.02192959934473040,-0.008648593910038470,0.01571928709745410,0.005392946302890780,0.004281401634216310
2022-11-10T02:47:42.563-07:00,0.0006541796028614040,-0.02612514421343800,-0.006875727791339160,0.01427963748574260,0.004465393722057340,0.00316309928894043
2022-11-10T02:47:42.573-07:00,0.009638020768761640,-0.02944124676287170,-0.003176330588757990,0.01348860189318660,-0.0007585138082504270,-0.001221239566802980
