loggingTime(txt),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G)
2022-11-12T01:22:18.725-07:00,-0.1928666532039640,-0.0761377364397049,-0.04448751732707020,-0.08319717645645140,0.01781801879405980,0.007885098457336430
2022-11-12T01:22:18.728-07:00,-0.1112519800662990,-0.04729726538062100,-0.02644779533147810,-0.1081129312515260,0.01748766005039220,-0.0336688756942749
2022-11-12T01:22:18.729-07:00,-0.009455044753849510,-0.09750796854496000,0.005661404691636560,-0.05597800016403200,0.0596296638250351,-0.008257210254669190
2022-11-12T01:22:18.738-07:00,0.02593979425728320,-0.08208943158388140,-0.008134834468364720,0.005730926990509030,0.04099353402853010,0.03642678260803220
2022-11-12T01:22:18.739-07:00,0.07116639614105230,-0.03527266159653660,-0.0007754554972052570,0.00262451171875,0.01132708787918090,0.04491943120956420
2022-11-12T01:22:18.740-07:00,0.1098852306604390,-0.007887041196227070,0.01437074039131400,-0.04132111370563510,-0.0003778189420700070,0.05051338672637940
2022-11-12T01:22:18.741-07:00,0.1148267239332200,0.003914756700396540,0.00835625734180212,-0.05044476687908170,0.01271628588438030,0.02614486217498780
2022-11-12T01:22:18.752-07:00,0.07056069374084470,0.008542298339307310,-0.03315283358097080,-0.03351230919361120,0.00652824342250824,-0.004823029041290280
2022-11-12T01:22:18.761-07:00,0.02848461084067820,0.01238017994910480,-0.04605771601200100,-0.01361365616321560,-0.008196130394935610,-0.01641470193862920
2022-11-12T01:22:18.771-07:00,0.01111504435539250,0.009416248649358750,-0.05800066143274310,-0.003230616450309750,-0.01010742783546450,-0.009758830070495610
2022-11-12T01:22:18.781-07:00,0.002015555277466770,0.02095519192516800,-0.03146598860621450,-0.0137869268655777,-0.02015978097915650,0.006734549999237060
2022-11-12T01:22:18.791-07:00,0.0019402876496315,0.04592915251851080,-0.03387508541345600,-0.02634307742118840,-0.03331167995929720,0.01284521818161010
2022-11-12T01:22:18.801-07:00,0.0008193645626306530,0.05825506150722500,-0.02608374133706090,-0.03423108160495760,-0.04240097105503080,0.005274057388305660
2022-11-12T01:22:18.811-07:00,-0.009971399791538720,0.06357835233211520,-0.02859457023441790,-0.03049023449420930,-0.02698582410812380,-0.00342249870300293
2022-11-12T01:22:18.821-07:00,-0.01951563730835920,0.05317604541778560,-0.03677979484200480,-0.01693333685398100,-0.01014295220375060,-0.009323358535766600
